Time,EC,Temperature,Real,Imaginary
2026-07-16 14:34:43.782082319,13916.992141145736,23.780244095434877,32070.0,-11042.0
2026-07-16 14:34:43.903147697,13862.895916806418,23.780394618464584,32069.0,-11042.0
2026-07-16 14:34:44.024213076,13888.02800549244,23.780534007930147,32068.0,-11041.0
2026-07-16 14:34:44.145278454,13894.388730556144,23.780244848376373,32069.0,-11041.0
2026-07-16 14:34:44.266343832,13916.313461677331,23.780386270142383,32068.0,-11042.0
2026-07-16 14:34:44.387409210,13888.02800549244,23.780517994203663,32068.0,-11041.0
2026-07-16 14:34:44.508474588,13939.885818239984,23.78105342788163,32068.0,-11042.0
2026-07-16 14:34:44.629539967,13962.46732898872,23.781989652348265,32068.0,-11043.0
2026-07-16 14:34:44.750605345,13866.09786405381,23.78161651814981,32068.0,-11043.0
2026-07-16 14:34:44.871670723,13916.992141145736,23.781701074766065,32069.0,-11042.0
2026-07-16 14:34:44.992736101,13893.711135641322,23.78135446811735,32068.0,-11043.0
2026-07-16 14:34:45.113801479,13893.0335637612,23.781023903704465,32068.0,-11042.0
2026-07-16 14:34:45.234866858,13964.328200913054,23.781573663054715,32068.0,-11041.0
2026-07-16 14:34:45.355932236,13939.885818239984,23.782111482934223,32068.0,-11042.0
2026-07-16 14:34:45.476997614,13939.206031095222,23.78263478112361,32068.0,-11041.0
2026-07-16 14:34:45.598062992,13889.382668605169,23.78267189257903,32069.0,-11041.0
2026-07-16 14:34:45.719128370,13862.895916806418,23.78270572258497,32068.0,-11042.0
2026-07-16 14:34:45.840193748,13940.76432200865,23.782736680774047,32067.0,-11042.0
2026-07-16 14:34:45.961259127,13916.313461677331,23.782765111928622,32068.0,-11042.0
2026-07-16 14:34:46.082324505,13919.527764666518,23.782408417990364,32068.0,-11042.0
2026-07-16 14:34:46.203389883,13986.901591503089,23.78324000441611,32067.0,-11042.0
2026-07-16 14:34:46.324455261,13865.421628834096,23.782831705452,32067.0,-11042.0
2026-07-16 14:34:46.445520639,13912.961511847469,23.78329483463612,32068.0,-11042.0
2026-07-16 14:34:46.566586018,13935.549236067733,23.784169369949915,32068.0,-11041.0
2026-07-16 14:34:46.687651396,13868.580846314666,23.783215886777057,32067.0,-11041.0
2026-07-16 14:34:46.808716774,13891.678489104495,23.782743536986576,32067.0,-11040.0
2026-07-16 14:34:46.929782152,13939.206031095222,23.78328140102721,32067.0,-11041.0
2026-07-16 14:34:47.050847530,13893.0335637612,23.7828006578652,32067.0,-11041.0
2026-07-16 14:34:47.171912909,13940.76432200865,23.78283215794645,32067.0,-11040.0
2026-07-16 14:34:47.292978287,13862.219855426833,23.78286061093889,32067.0,-11041.0
2026-07-16 14:34:47.414043665,13940.76432200865,23.78288643357961,32067.0,-11041.0
2026-07-16 14:34:47.535109042,13912.28303768314,23.783353782779717,32067.0,-11041.0
2026-07-16 14:34:47.656174421,13886.479845495178,23.78380602821068,32067.0,-11041.0
2026-07-16 14:34:47.777239799,13966.448671508024,23.78378691512576,32066.0,-11041.0
2026-07-16 14:34:47.898305178,13939.404607344304,23.78376947668517,32066.0,-11040.0
2026-07-16 14:34:48.019370556,13911.604586576035,23.784171331660964,32067.0,-11040.0
2026-07-16 14:34:48.140435934,13918.848933754758,23.78373238425022,32067.0,-11041.0
2026-07-16 14:34:48.261501312,13891.678489104495,23.78330606180613,32066.0,-11041.0
2026-07-16 14:34:48.382566690,13939.206031095222,23.78374500687165,32067.0,-11041.0
2026-07-16 14:34:48.503632069,13961.105612030116,23.784591570949363,32067.0,-11042.0
2026-07-16 14:34:48.624697447,13910.247753535024,23.78500168536658,32066.0,-11040.0
2026-07-16 14:34:48.745762825,13957.252942541676,23.78630083500931,32067.0,-11041.0
2026-07-16 14:34:48.866828203,13938.526267052304,23.786663483492813,32067.0,-11041.0
2026-07-16 14:34:48.987893581,13961.786458942262,23.78749242827801,32067.0,-11041.0
2026-07-16 14:34:49.108958721,13888.02800549244,23.78726795295905,32067.0,-11041.0
2026-07-16 14:34:49.230024099,13986.901591503089,23.78807107347075,32067.0,-11040.0
2026-07-16 14:34:49.351089478,13940.76432200865,23.787813842106463,32067.0,-11041.0
2026-07-16 14:34:49.472154856,13866.09786405381,23.78707973404505,32067.0,-11041.0
2026-07-16 14:34:49.593220234,13908.394164875865,23.787919813860828,32067.0,-11041.0
2026-07-16 14:34:49.714285612,13890.73742380938,23.787662874319185,32069.0,-11041.0
2026-07-16 14:34:49.835350990,13917.325464186151,23.78899700160841,32076.0,-11045.0
2026-07-16 14:34:49.956416368,13853.121293090746,23.787542148260464,32079.0,-11045.0
2026-07-16 14:34:50.077481747,13818.517985168528,23.78606762909733,32073.0,-11042.0
2026-07-16 14:34:50.198547125,13918.349569284746,23.785884644842245,32072.0,-11042.0
2026-07-16 14:34:50.319612503,13842.307560435063,23.785118193213325,32071.0,-11042.0
2026-07-16 14:34:50.440677881,13894.388730556144,23.784399344443152,32070.0,-11042.0
2026-07-16 14:34:50.561743259,13897.11063491682,23.78310938606688,32070.0,-11042.0
2026-07-16 14:34:50.682808638,13841.632515362837,23.782495205696385,32070.0,-11042.0
2026-07-16 14:34:50.803874016,13893.711135641322,23.78193158754518,32069.0,-11041.0
2026-07-16 14:34:50.924939394,13837.878746642198,23.78202873574076,32069.0,-11041.0
2026-07-16 14:34:51.046004772,13946.582071183726,23.781533998496982,32070.0,-11041.0
2026-07-16 14:34:51.167070150,13945.901930928992,23.781077328762635,32069.0,-11041.0
2026-07-16 14:34:51.288135529,13916.313461677331,23.78121803857123,32069.0,-11041.0
2026-07-16 14:34:51.409200907,13942.804067335255,23.781344374958067,32069.0,-11041.0
2026-07-16 14:34:51.530266284,13873.322727877809,23.77989346513215,32069.0,-11042.0
2026-07-16 14:34:51.651331663,13922.813280911794,23.77896977712881,32069.0,-11042.0
2026-07-16 14:34:51.772397041,13919.527764666518,23.77866827498204,32069.0,-11041.0
2026-07-16 14:34:51.893462420,13919.527764666518,23.778394535790486,32069.0,-11041.0
2026-07-16 14:34:52.014527798,13893.0335637612,23.77814542950149,32068.0,-11041.0
2026-07-16 14:34:52.135593176,13896.432889384128,23.77738266927567,32069.0,-11041.0
2026-07-16 14:34:52.256658553,13942.804067335255,23.77773018396845,32069.0,-11041.0
